"","ID","Date","Home","Away","Winner","Draw-1","Draw-2"
"2002",949803,1997-02-01,"Wimbledon FC","Middlesbrough",NA,"Wimbledon FC","Middlesbrough"
"2003",949557,1997-02-01,"Everton","Nottingham Forest","Everton",NA,NA
"2004",949564,1997-02-01,"Leeds","Arsenal",NA,"Leeds","Arsenal"
"2005",949635,1997-02-01,"Manchester United","Southampton","Manchester United",NA,NA
"2006",949701,1997-02-01,"Sheffield Weds","Coventry",NA,"Sheffield Weds","Coventry"
"2007",949465,1997-02-01,"Aston Villa","Sunderland","Aston Villa",NA,NA
"2008",949486,1997-02-01,"Blackburn","West Ham","Blackburn",NA,NA
"2009",949757,1997-02-01,"Tottenham","Chelsea","Chelsea",NA,NA
"2010",949667,1997-02-02,"Newcastle","Leicester","Newcastle",NA,NA
"2011",949543,1997-02-15,"Derby","West Ham","Derby",NA,NA
"2012",949754,1997-02-15,"Tottenham","Arsenal",NA,"Tottenham","Arsenal"
"2013",949539,1997-02-19,"Derby","Sheffield Weds",NA,"Derby","Sheffield Weds"
"2014",949609,1997-02-19,"Liverpool","Leeds","Liverpool",NA,NA
"2015",949440,1997-02-19,"Arsenal","Manchester United","Manchester United",NA,NA
"2016",949453,1997-02-19,"Aston Villa","Coventry","Aston Villa",NA,NA
"2017",949512,1997-02-22,"Coventry","Everton",NA,"Coventry","Everton"
"2018",949588,1997-02-22,"Leicester","Derby","Leicester",NA,NA
"2019",949604,1997-02-22,"Liverpool","Blackburn",NA,"Liverpool","Blackburn"
"2020",949651,1997-02-22,"Middlesbrough","Newcastle","Newcastle",NA,NA
"2021",949679,1997-02-22,"Nottingham Forest","Aston Villa",NA,"Nottingham Forest","Aston Villa"
"2022",949730,1997-02-22,"Southampton","Sheffield Weds","Sheffield Weds",NA,NA
"2023",949742,1997-02-22,"Sunderland","Leeds","Leeds",NA,NA
"2024",949497,1997-02-22,"Chelsea","Manchester United",NA,"Chelsea","Manchester United"
"2025",949449,1997-02-23,"Arsenal","Wimbledon FC","Wimbledon FC",NA,NA
"2026",949790,1997-02-24,"West Ham","Tottenham","West Ham",NA,NA
"2027",949734,1997-02-26,"Southampton","Wimbledon FC",NA,"Southampton","Wimbledon FC"
"2028",949767,1997-03-01,"Tottenham","Nottingham Forest","Nottingham Forest",NA,NA
"2029",949529,1997-03-01,"Derby","Chelsea","Derby",NA,NA
"2030",949800,1997-03-01,"Wimbledon FC","Leicester","Leicester",NA,NA
"2031",949545,1997-03-01,"Everton","Arsenal","Arsenal",NA,NA
"2032",949581,1997-03-01,"Leeds","West Ham","Leeds",NA,NA
"2033",949625,1997-03-01,"Manchester United","Coventry","Manchester United",NA,NA
"2034",949673,1997-03-01,"Newcastle","Southampton","Southampton",NA,NA
"2035",949708,1997-03-01,"Sheffield Weds","Middlesbrough","Sheffield Weds",NA,NA
"2036",949484,1997-03-01,"Blackburn","Sunderland","Blackburn",NA,NA
"2037",949458,1997-03-02,"Aston Villa","Liverpool","Aston Villa",NA,NA
"2038",949525,1997-03-03,"Coventry","Wimbledon FC",NA,"Coventry","Wimbledon FC"
"2039",949751,1997-03-04,"Sunderland","Tottenham","Tottenham",NA,NA
"2040",949584,1997-03-05,"Leicester","Aston Villa","Leicester",NA,NA
"2041",949645,1997-03-05,"Middlesbrough","Derby","Middlesbrough",NA,NA
"2042",949691,1997-03-05,"Nottingham Forest","Sheffield Weds","Sheffield Weds",NA,NA
"2043",949722,1997-03-05,"Southampton","Everton",NA,"Southampton","Everton"
"2044",949490,1997-03-05,"Chelsea","Blackburn",NA,"Chelsea","Blackburn"
"2045",949514,1997-03-08,"Coventry","Leicester",NA,"Coventry","Leicester"
"2046",949570,1997-03-08,"Leeds","Everton","Leeds",NA,NA
"2047",949443,1997-03-08,"Arsenal","Nottingham Forest","Arsenal",NA,NA
"2048",949745,1997-03-08,"Sunderland","Manchester United","Sunderland",NA,NA
"2049",949613,1997-03-10,"Liverpool","Newcastle","Liverpool",NA,NA
"2050",949481,1997-03-11,"Blackburn","Nottingham Forest",NA,"Blackburn","Nottingham Forest"
"2051",949776,1997-03-12,"West Ham","Chelsea","West Ham",NA,NA
"2052",949578,1997-03-12,"Leeds","Southampton",NA,"Leeds","Southampton"
"2053",949712,1997-03-12,"Sheffield Weds","Sunderland","Sheffield Weds",NA,NA
"2054",949761,1997-03-15,"Tottenham","Leeds","Tottenham",NA,NA
"2055",949550,1997-03-15,"Everton","Derby","Everton",NA,NA
"2056",949593,1997-03-15,"Leicester","Middlesbrough","Middlesbrough",NA,NA
"2057",949634,1997-03-15,"Manchester United","Sheffield Weds","Manchester United",NA,NA
"2058",949663,1997-03-15,"Newcastle","Coventry","Newcastle",NA,NA
"2059",949687,1997-03-15,"Nottingham Forest","Liverpool",NA,"Nottingham Forest","Liverpool"
"2060",949716,1997-03-15,"Southampton","Arsenal","Arsenal",NA,NA
"2061",949467,1997-03-15,"Aston Villa","West Ham",NA,"Aston Villa","West Ham"
"2062",949487,1997-03-15,"Blackburn","Wimbledon FC","Blackburn",NA,NA
"2063",949503,1997-03-16,"Chelsea","Sunderland","Chelsea",NA,NA
"2064",949810,1997-03-18,"Wimbledon FC","West Ham",NA,"Wimbledon FC","West Ham"
"2065",949599,1997-03-19,"Leicester","Tottenham",NA,"Leicester","Tottenham"
"2066",949642,1997-03-19,"Middlesbrough","Blackburn","Middlesbrough",NA,NA
"2067",949502,1997-03-19,"Chelsea","Southampton","Chelsea",NA,NA
"2068",949524,1997-03-22,"Coventry","West Ham","West Ham",NA,NA
"2069",949542,1997-03-22,"Derby","Tottenham","Derby",NA,NA
"2070",949554,1997-03-22,"Everton","Manchester United","Manchester United",NA,NA
"2071",949643,1997-03-22,"Middlesbrough","Chelsea","Middlesbrough",NA,NA
"2072",949704,1997-03-22,"Sheffield Weds","Leeds",NA,"Sheffield Weds","Leeds"
"2073",949724,1997-03-22,"Southampton","Leicester",NA,"Southampton","Leicester"
"2074",949470,1997-03-22,"Blackburn","Aston Villa","Aston Villa",NA,NA
"2075",949748,1997-03-22,"Sunderland","Nottingham Forest",NA,"Sunderland","Nottingham Forest"
"2076",949804,1997-03-23,"Wimbledon FC","Newcastle",NA,"Wimbledon FC","Newcastle"
"2077",949652,1997-03-24,"Middlesbrough","Nottingham Forest",NA,"Middlesbrough","Nottingham Forest"
"2078",949439,1997-03-24,"Arsenal","Liverpool","Liverpool",NA,NA
"2079",949772,1997-04-05,"Tottenham","Wimbledon FC","Tottenham",NA,NA
"2080",949626,1997-04-05,"Manchester United","Derby","Derby",NA,NA
"2081",949674,1997-04-05,"Newcastle","Sunderland",NA,"Newcastle","Sunderland"
"2082",949692,1997-04-05,"Nottingham Forest","Southampton","Southampton",NA,NA
"2083",949455,1997-04-05,"Aston Villa","Everton","Aston Villa",NA,NA
"2084",949488,1997-04-05,"Chelsea","Arsenal","Arsenal",NA,NA
"2085",949606,1997-04-06,"Liverpool","Coventry","Coventry",NA,NA
"2086",949566,1997-04-07,"Leeds","Blackburn",NA,"Leeds","Blackburn"
"2087",949510,1997-04-09,"Coventry","Chelsea","Coventry",NA,NA
"2088",949784,1997-04-09,"West Ham","Middlesbrough",NA,"West Ham","Middlesbrough"
"2089",949793,1997-04-09,"Wimbledon FC","Aston Villa","Aston Villa",NA,NA
"2090",949540,1997-04-09,"Derby","Southampton",NA,"Derby","Southampton"
"2091",949552,1997-04-09,"Everton","Leicester",NA,"Everton","Leicester"
"2092",949713,1997-04-09,"Sheffield Weds","Tottenham","Sheffield Weds",NA,NA
"2093",949527,1997-04-12,"Derby","Aston Villa","Derby",NA,NA
"2094",949561,1997-04-12,"Everton","Tottenham","Everton",NA,NA
"2095",949438,1997-04-12,"Arsenal","Leicester","Arsenal",NA,NA
"2096",949733,1997-04-12,"Southampton","West Ham","Southampton",NA,NA
"2097",949478,1997-04-12,"Blackburn","Manchester United","Manchester United",NA,NA
"2098",949709,1997-04-13,"Sheffield Weds","Newcastle",NA,"Sheffield Weds","Newcastle"
"2099",949744,1997-04-13,"Sunderland","Liverpool","Liverpool",NA,NA
"2100",949799,1997-04-16,"Wimbledon FC","Leeds","Wimbledon FC",NA,NA
"2101",949553,1997-04-16,"Everton","Liverpool",NA,"Everton","Liverpool"
"2102",949662,1997-04-16,"Newcastle","Chelsea","Newcastle",NA,NA
"2103",949779,1997-04-19,"West Ham","Everton",NA,"West Ham","Everton"
"2104",949611,1997-04-19,"Liverpool","Manchester United","Manchester United",NA,NA
"2105",949655,1997-04-19,"Middlesbrough","Sunderland","Sunderland",NA,NA
"2106",949664,1997-04-19,"Newcastle","Derby","Newcastle",NA,NA
"2107",949685,1997-04-19,"Nottingham Forest","Leeds",NA,"Nottingham Forest","Leeds"
"2108",949432,1997-04-19,"Arsenal","Blackburn",NA,"Arsenal","Blackburn"
"2109",949715,1997-04-19,"Sheffield Weds","Wimbledon FC","Sheffield Weds",NA,NA
"2110",949720,1997-04-19,"Southampton","Coventry",NA,"Southampton","Coventry"
"2111",949466,1997-04-19,"Aston Villa","Tottenham",NA,"Aston Villa","Tottenham"
"2112",949495,1997-04-19,"Chelsea","Leicester","Chelsea",NA,NA
"2113",949507,1997-04-21,"Coventry","Arsenal",NA,"Coventry","Arsenal"
"2114",949795,1997-04-22,"Wimbledon FC","Chelsea","Chelsea",NA,NA
"2115",949565,1997-04-22,"Leeds","Aston Villa",NA,"Leeds","Aston Villa"
"2116",949482,1997-04-22,"Blackburn","Sheffield Weds","Blackburn",NA,NA
"2117",949750,1997-04-22,"Sunderland","Southampton","Southampton",NA,NA
"2118",949538,1997-04-23,"Derby","Nottingham Forest",NA,"Derby","Nottingham Forest"
"2119",949600,1997-04-23,"Leicester","West Ham","West Ham",NA,NA
"2120",949765,1997-04-24,"Tottenham","Middlesbrough","Tottenham",NA,NA
"2121",949511,1997-05-03,"Coventry","Derby","Derby",NA,NA
"2122",949787,1997-05-03,"West Ham","Sheffield Weds","West Ham",NA,NA
"2123",949592,1997-05-03,"Leicester","Manchester United",NA,"Leicester","Manchester United"
"2124",949618,1997-05-03,"Liverpool","Tottenham","Liverpool",NA,NA
"2125",949641,1997-05-03,"Middlesbrough","Aston Villa","Middlesbrough",NA,NA
"2126",949696,1997-05-03,"Nottingham Forest","Wimbledon FC",NA,"Nottingham Forest","Wimbledon FC"
"2127",949442,1997-05-03,"Arsenal","Newcastle","Newcastle",NA,NA
"2128",949718,1997-05-03,"Southampton","Blackburn","Southampton",NA,NA
"2129",949741,1997-05-03,"Sunderland","Everton","Sunderland",NA,NA
"2130",949494,1997-05-03,"Chelsea","Leeds",NA,"Chelsea","Leeds"
"2131",949631,1997-05-05,"Manchester United","Middlesbrough",NA,"Manchester United","Middlesbrough"
"2132",949785,1997-05-06,"West Ham","Newcastle",NA,"West Ham","Newcastle"
"2133",949801,1997-05-06,"Wimbledon FC","Liverpool","Wimbledon FC",NA,NA
"2134",949596,1997-05-07,"Leicester","Sheffield Weds","Leicester",NA,NA
"2135",949632,1997-05-08,"Manchester United","Newcastle",NA,"Manchester United","Newcastle"
"2136",949479,1997-05-08,"Blackburn","Middlesbrough",NA,"Blackburn","Middlesbrough"
"2137",949526,1997-05-11,"Derby","Arsenal","Arsenal",NA,NA
"2138",949548,1997-05-11,"Everton","Chelsea","Chelsea",NA,NA
"2139",949808,1997-05-11,"Wimbledon FC","Sunderland","Wimbledon FC",NA,NA
"2140",949574,1997-05-11,"Leeds","Middlesbrough",NA,"Leeds","Middlesbrough"
"2141",949638,1997-05-11,"Manchester United","West Ham","Manchester United",NA,NA
"2142",949671,1997-05-11,"Newcastle","Nottingham Forest","Newcastle",NA,NA
"2143",949706,1997-05-11,"Sheffield Weds","Liverpool",NA,"Sheffield Weds","Liverpool"
"2144",949464,1997-05-11,"Aston Villa","Southampton","Aston Villa",NA,NA
"2145",949476,1997-05-11,"Blackburn","Leicester","Leicester",NA,NA
"2146",949758,1997-05-11,"Tottenham","Coventry","Coventry",NA,NA
"2147",950021,1997-08-09,"Leicester","Aston Villa","Leicester",NA,NA
"2148",950091,1997-08-09,"Newcastle","Sheffield Weds","Newcastle",NA,NA
"2149",950119,1997-08-09,"Southampton","Bolton","Bolton",NA,NA
"2150",949866,1997-08-09,"Barnsley","West Ham","West Ham",NA,NA
"2151",949875,1997-08-09,"Blackburn","Derby","Blackburn",NA,NA
"2152",950184,1997-08-09,"Wimbledon FC","Liverpool",NA,"Wimbledon FC","Liverpool"
"2153",949930,1997-08-09,"Coventry","Chelsea","Coventry",NA,NA
"2154",949989,1997-08-09,"Everton","Crystal Palace","Crystal Palace",NA,NA
"2155",950001,1997-08-09,"Leeds","Arsenal",NA,"Leeds","Arsenal"
"2156",950147,1997-08-10,"Tottenham","Manchester United","Manchester United",NA,NA
"2157",949816,1997-08-11,"Arsenal","Coventry","Arsenal",NA,NA
"2158",949946,1997-08-12,"Crystal Palace","Barnsley","Barnsley",NA,NA
"2159",950050,1997-08-13,"Liverpool","Leicester","Leicester",NA,NA
"2160",950073,1997-08-13,"Manchester United","Southampton","Manchester United",NA,NA
"2161",949832,1997-08-13,"Aston Villa","Blackburn","Blackburn",NA,NA
"2162",950106,1997-08-13,"Sheffield Weds","Leeds","Leeds",NA,NA
"2163",950170,1997-08-13,"West Ham","Tottenham","West Ham",NA,NA
"2164",950032,1997-08-23,"Leicester","Manchester United",NA,"Leicester","Manchester United"
"2165",950078,1997-08-23,"Newcastle","Aston Villa","Newcastle",NA,NA
"2166",950115,1997-08-23,"Southampton","Arsenal","Arsenal",NA,NA
"2167",949879,1997-08-23,"Blackburn","Liverpool",NA,"Blackburn","Liverpool"
"2168",950142,1997-08-23,"Tottenham","Derby","Tottenham",NA,NA
"2169",949929,1997-08-23,"Coventry","Bolton",NA,"Coventry","Bolton"
"2170",950187,1997-08-23,"Wimbledon FC","Sheffield Weds",NA,"Wimbledon FC","Sheffield Weds"
"2171",949999,1997-08-23,"Everton","West Ham","Everton",NA,NA
"2172",950008,1997-08-23,"Leeds","Crystal Palace","Crystal Palace",NA,NA
"2173",949853,1997-08-24,"Barnsley","Chelsea","Chelsea",NA,NA
"2174",949882,1997-08-25,"Blackburn","Sheffield Weds","Blackburn",NA,NA
"2175",950012,1997-08-26,"Leeds","Liverpool","Liverpool",NA,NA
"2176",950020,1997-08-27,"Leicester","Arsenal",NA,"Leicester","Arsenal"
"2177",949852,1997-08-27,"Barnsley","Bolton","Barnsley",NA,NA
"2178",950122,1997-08-27,"Southampton","Crystal Palace","Southampton",NA,NA
"2179",950135,1997-08-27,"Tottenham","Aston Villa","Tottenham",NA,NA
"2180",950177,1997-08-27,"Wimbledon FC","Chelsea","Chelsea",NA,NA
"2181",949942,1997-08-27,"Coventry","West Ham",NA,"Coventry","West Ham"
"2182",949994,1997-08-27,"Everton","Manchester United","Manchester United",NA,NA
"2183",950064,1997-08-30,"Manchester United","Coventry","Manchester United",NA,NA
"2184",949827,1997-08-30,"Arsenal","Tottenham",NA,"Arsenal","Tottenham"
"2185",949839,1997-08-30,"Aston Villa","Leeds","Aston Villa",NA,NA
"2186",950107,1997-08-30,"Sheffield Weds","Leicester","Sheffield Weds",NA,NA
"2187",950171,1997-08-30,"West Ham","Wimbledon FC","West Ham",NA,NA
"2188",949921,1997-08-30,"Chelsea","Southampton","Chelsea",NA,NA
"2189",949947,1997-08-30,"Crystal Palace","Blackburn","Blackburn",NA,NA
"2190",949965,1997-08-30,"Derby","Barnsley","Derby",NA,NA
"2191",949895,1997-09-01,"Bolton","Everton",NA,"Bolton","Everton"
"2192",950036,1997-09-13,"Leicester","Tottenham","Leicester",NA,NA
"2193",950053,1997-09-13,"Liverpool","Sheffield Weds","Liverpool",NA,NA
"2194",949814,1997-09-13,"Arsenal","Bolton","Arsenal",NA,NA
"2195",950075,1997-09-13,"Manchester United","West Ham","Manchester United",NA,NA
"2196",950095,1997-09-13,"Newcastle","Wimbledon FC","Wimbledon FC",NA,NA
"2197",949850,1997-09-13,"Barnsley","Aston Villa","Aston Villa",NA,NA
"2198",949940,1997-09-13,"Coventry","Southampton","Coventry",NA,NA
"2199",949949,1997-09-13,"Crystal Palace","Chelsea","Chelsea",NA,NA
"2200",949971,1997-09-13,"Derby","Everton","Derby",NA,NA
"2201",949877,1997-09-14,"Blackburn","Leeds","Leeds",NA,NA
"2202",949837,1997-09-20,"Aston Villa","Derby","Aston Villa",NA,NA
"2203",950102,1997-09-20,"Sheffield Weds","Coventry",NA,"Sheffield Weds","Coventry"
"2204",950127,1997-09-20,"Southampton","Liverpool",NA,"Southampton","Liverpool"
"2205",950137,1997-09-20,"Tottenham","Blackburn",NA,"Tottenham","Blackburn"
"2206",949899,1997-09-20,"Bolton","Manchester United",NA,"Bolton","Manchester United"
"2207",950167,1997-09-20,"West Ham","Newcastle","Newcastle",NA,NA
"2208",950179,1997-09-20,"Wimbledon FC","Crystal Palace","Crystal Palace",NA,NA
"2209",949984,1997-09-20,"Everton","Barnsley","Everton",NA,NA
"2210",950011,1997-09-20,"Leeds","Leicester","Leicester",NA,NA
"2211",949906,1997-09-21,"Chelsea","Arsenal","Arsenal",NA,NA
"2212",950040,1997-09-22,"Liverpool","Aston Villa","Liverpool",NA,NA
"2213",949903,1997-09-23,"Bolton","Tottenham",NA,"Bolton","Tottenham"
"2214",950174,1997-09-23,"Wimbledon FC","Barnsley","Wimbledon FC",NA,NA
"2215",950023,1997-09-24,"Leicester","Blackburn",NA,"Leicester","Blackburn"
"2216",950063,1997-09-24,"Manchester United","Chelsea",NA,"Manchester United","Chelsea"
"2217",949828,1997-09-24,"Arsenal","West Ham","Arsenal",NA,NA
"2218",950086,1997-09-24,"Newcastle","Everton","Newcastle",NA,NA
"2219",950104,1997-09-24,"Sheffield Weds","Derby","Derby",NA,NA
"2220",950125,1997-09-24,"Southampton","Leeds","Leeds",NA,NA
"2221",949931,1997-09-24,"Coventry","Crystal Palace",NA,"Coventry","Crystal Palace"
"2222",949844,1997-09-27,"Aston Villa","Sheffield Weds",NA,"Aston Villa","Sheffield Weds"
"2223",949859,1997-09-27,"Barnsley","Leicester","Leicester",NA,NA
"2224",950152,1997-09-27,"Tottenham","Wimbledon FC",NA,"Tottenham","Wimbledon FC"
"2225",950165,1997-09-27,"West Ham","Liverpool","West Ham",NA,NA
"2226",949919,1997-09-27,"Chelsea","Newcastle","Chelsea",NA,NA
"2227",949948,1997-09-27,"Crystal Palace","Bolton",NA,"Crystal Palace","Bolton"
"2228",949978,1997-09-27,"Derby","Southampton","Derby",NA,NA
"2229",949982,1997-09-27,"Everton","Arsenal",NA,"Everton","Arsenal"
"2230",950013,1997-09-27,"Leeds","Manchester United","Leeds",NA,NA
"2231",949873,1997-09-28,"Blackburn","Coventry",NA,"Blackburn","Coventry"
"2232",950065,1997-10-04,"Manchester United","Crystal Palace","Manchester United",NA,NA
"2233",949812,1997-10-04,"Arsenal","Barnsley","Arsenal",NA,NA
"2234",950093,1997-10-04,"Newcastle","Tottenham","Newcastle",NA,NA
"2235",950105,1997-10-04,"Sheffield Weds","Everton","Sheffield Weds",NA,NA
"2236",950132,1997-10-04,"Southampton","West Ham","Southampton",NA,NA
"2237",949888,1997-10-04,"Bolton","Aston Villa","Aston Villa",NA,NA
"2238",950175,1997-10-04,"Wimbledon FC","Blackburn","Blackburn",NA,NA
"2239",949934,1997-10-04,"Coventry","Leeds",NA,"Coventry","Leeds"
"2240",950044,1997-10-05,"Liverpool","Chelsea","Liverpool",NA,NA
"2241",950028,1997-10-06,"Leicester","Derby","Derby",NA,NA
"2242",949848,1997-10-18,"Aston Villa","Wimbledon FC","Wimbledon FC",NA,NA
"2243",949883,1997-10-18,"Blackburn","Southampton","Blackburn",NA,NA
"2244",950157,1997-10-18,"West Ham","Bolton","West Ham",NA,NA
"2245",949916,1997-10-18,"Chelsea","Leicester","Chelsea",NA,NA
"2246",949944,1997-10-18,"Crystal Palace","Arsenal",NA,"Crystal Palace","Arsenal"
"2247",949975,1997-10-18,"Derby","Manchester United",NA,"Derby","Manchester United"
"2248",949993,1997-10-18,"Everton","Liverpool","Everton",NA,NA
"2249",950014,1997-10-18,"Leeds","Newcastle","Leeds",NA,NA
"2250",950149,1997-10-19,"Tottenham","Sheffield Weds","Tottenham",NA,NA
"2251",949854,1997-10-20,"Barnsley","Coventry","Barnsley",NA,NA
"2252",949981,1997-10-22,"Derby","Wimbledon FC",NA,"Derby","Wimbledon FC"
"2253",950047,1997-10-25,"Liverpool","Derby","Liverpool",NA,NA
"2254",950060,1997-10-25,"Manchester United","Barnsley","Manchester United",NA,NA
"2255",950080,1997-10-25,"Newcastle","Blackburn",NA,"Newcastle","Blackburn"
"2256",950103,1997-10-25,"Sheffield Weds","Crystal Palace","Crystal Palace",NA,NA
"2257",950131,1997-10-25,"Southampton","Tottenham","Southampton",NA,NA
"2258",950182,1997-10-25,"Wimbledon FC","Leeds","Wimbledon FC",NA,NA
"2259",949933,1997-10-25,"Coventry","Everton",NA,"Coventry","Everton"
"2260",949811,1997-10-26,"Arsenal","Aston Villa",NA,"Arsenal","Aston Villa"
"2261",949891,1997-10-26,"Bolton","Chelsea","Bolton",NA,NA
"2262",950037,1997-10-27,"Leicester","West Ham","Leicester",NA,NA
"2263",950072,1997-11-01,"Manchester United","Sheffield Weds","Manchester United",NA,NA
"2264",950088,1997-11-01,"Newcastle","Leicester",NA,"Newcastle","Leicester"
"2265",949834,1997-11-01,"Aston Villa","Chelsea","Chelsea",NA,NA
"2266",949851,1997-11-01,"Barnsley","Blackburn",NA,"Barnsley","Blackburn"
"2267",950144,1997-11-01,"Tottenham","Leeds","Leeds",NA,NA
"2268",949898,1997-11-01,"Bolton","Liverpool",NA,"Bolton","Liverpool"
"2269",950178,1997-11-01,"Wimbledon FC","Coventry","Coventry",NA,NA
"2270",949963,1997-11-01,"Derby","Arsenal","Derby",NA,NA
"2271",949997,1997-11-02,"Everton","Southampton","Southampton",NA,NA
"2272",950055,1997-11-08,"Liverpool","Tottenham","Liverpool",NA,NA
"2273",950100,1997-11-08,"Sheffield Weds","Bolton","Sheffield Weds",NA,NA
"2274",950117,1997-11-08,"Southampton","Barnsley","Southampton",NA,NA
"2275",949876,1997-11-08,"Blackburn","Everton","Blackburn",NA,NA
"2276",949938,1997-11-08,"Coventry","Newcastle",NA,"Coventry","Newcastle"
"2277",949945,1997-11-08,"Crystal Palace","Aston Villa",NA,"Crystal Palace","Aston Villa"
"2278",950009,1997-11-08,"Leeds","Derby","Leeds",NA,NA
"2279",949823,1997-11-09,"Arsenal","Manchester United","Arsenal",NA,NA
"2280",949923,1997-11-09,"Chelsea","West Ham","Chelsea",NA,NA
"2281",950038,1997-11-10,"Leicester","Wimbledon FC","Wimbledon FC",NA,NA
"2282",950024,1997-11-22,"Leicester","Bolton",NA,"Leicester","Bolton"
"2283",950041,1997-11-22,"Liverpool","Barnsley","Barnsley",NA,NA
"2284",950092,1997-11-22,"Newcastle","Southampton","Newcastle",NA,NA
"2285",949838,1997-11-22,"Aston Villa","Everton","Aston Villa",NA,NA
"2286",950096,1997-11-22,"Sheffield Weds","Arsenal","Sheffield Weds",NA,NA
"2287",949872,1997-11-22,"Blackburn","Chelsea","Blackburn",NA,NA
"2288",950185,1997-11-22,"Wimbledon FC","Manchester United","Manchester United",NA,NA
"2289",949969,1997-11-22,"Derby","Coventry","Derby",NA,NA
"2290",950018,1997-11-23,"Leeds","West Ham","Leeds",NA,NA
"2291",950141,1997-11-24,"Tottenham","Crystal Palace","Crystal Palace",NA,NA
"2292",949914,1997-11-26,"Chelsea","Everton","Chelsea",NA,NA
"2293",949858,1997-11-29,"Barnsley","Leeds","Leeds",NA,NA
"2294",950130,1997-11-29,"Southampton","Sheffield Weds","Sheffield Weds",NA,NA
"2295",950154,1997-11-29,"West Ham","Aston Villa","West Ham",NA,NA
"2296",949905,1997-11-29,"Bolton","Wimbledon FC","Bolton",NA,NA
"2297",949913,1997-11-29,"Chelsea","Derby","Chelsea",NA,NA
"2298",949935,1997-11-29,"Coventry","Leicester","Leicester",NA,NA
"2299",949957,1997-11-29,"Crystal Palace","Newcastle","Newcastle",NA,NA
"2300",949998,1997-11-29,"Everton","Tottenham","Tottenham",NA,NA
"2301",950061,1997-11-30,"Manchester United","Blackburn","Manchester United",NA,NA
"2302",949822,1997-11-30,"Arsenal","Liverpool","Liverpool",NA,NA
"2303",949900,1997-12-01,"Bolton","Newcastle","Bolton",NA,NA
"2304",950160,1997-12-03,"West Ham","Crystal Palace","West Ham",NA,NA
"2305",950027,1997-12-06,"Leicester","Crystal Palace",NA,"Leicester","Crystal Palace"
"2306",950051,1997-12-06,"Liverpool","Manchester United","Manchester United",NA,NA
"2307",950077,1997-12-06,"Newcastle","Arsenal","Arsenal",NA,NA
"2308",949835,1997-12-06,"Aston Villa","Coventry","Aston Villa",NA,NA
"2309",949871,1997-12-06,"Blackburn","Bolton","Blackburn",NA,NA
"2310",950139,1997-12-06,"Tottenham","Chelsea","Chelsea",NA,NA
"2311",949980,1997-12-06,"Derby","West Ham","Derby",NA,NA
"2312",950010,1997-12-06,"Leeds","Everton",NA,"Leeds","Everton"
"2313",950188,1997-12-07,"Wimbledon FC","Southampton","Wimbledon FC",NA,NA
"2314",950098,1997-12-08,"Sheffield Weds","Barnsley","Sheffield Weds",NA,NA
"2315",949813,1997-12-13,"Arsenal","Blackburn","Blackburn",NA,NA
"2316",949862,1997-12-13,"Barnsley","Newcastle",NA,"Barnsley","Newcastle"
"2317",950126,1997-12-13,"Southampton","Leicester","Southampton",NA,NA
"2318",950168,1997-12-13,"West Ham","Sheffield Weds","West Ham",NA,NA
"2319",949915,1997-12-13,"Chelsea","Leeds",NA,"Chelsea","Leeds"
"2320",949941,1997-12-13,"Coventry","Tottenham","Coventry",NA,NA
"2321",949955,1997-12-13,"Crystal Palace","Liverpool","Liverpool",NA,NA
"2322",950000,1997-12-13,"Everton","Wimbledon FC",NA,"Everton","Wimbledon FC"
"2323",949894,1997-12-14,"Bolton","Derby",NA,"Bolton","Derby"
"2324",950059,1997-12-15,"Manchester United","Aston Villa","Manchester United",NA,NA
"2325",950085,1997-12-17,"Newcastle","Derby",NA,"Newcastle","Derby"
"2326",950029,1997-12-20,"Leicester","Everton","Everton",NA,NA
"2327",950045,1997-12-20,"Liverpool","Coventry","Liverpool",NA,NA
"2328",949845,1997-12-20,"Aston Villa","Southampton",NA,"Aston Villa","Southampton"
"2329",950101,1997-12-20,"Sheffield Weds","Chelsea","Chelsea",NA,NA
"2330",950136,1997-12-20,"Tottenham","Barnsley","Tottenham",NA,NA
"2331",949885,1997-12-20,"Blackburn","West Ham","Blackburn",NA,NA
"2332",949970,1997-12-20,"Derby","Crystal Palace",NA,"Derby","Crystal Palace"
"2333",950005,1997-12-20,"Leeds","Bolton","Leeds",NA,NA
"2334",950090,1997-12-21,"Newcastle","Manchester United","Manchester United",NA,NA
"2335",950049,1997-12-26,"Liverpool","Leeds","Liverpool",NA,NA
"2336",950067,1997-12-26,"Manchester United","Everton","Manchester United",NA,NA
"2337",949821,1997-12-26,"Arsenal","Leicester","Arsenal",NA,NA
"2338",950099,1997-12-26,"Sheffield Weds","Blackburn",NA,"Sheffield Weds","Blackburn"
"2339",949846,1997-12-26,"Aston Villa","Tottenham","Aston Villa",NA,NA
"2340",949889,1997-12-26,"Bolton","Barnsley",NA,"Bolton","Barnsley"
"2341",950159,1997-12-26,"West Ham","Coventry","West Ham",NA,NA
"2342",949924,1997-12-26,"Chelsea","Wimbledon FC",NA,"Chelsea","Wimbledon FC"
"2343",949959,1997-12-26,"Crystal Palace","Southampton",NA,"Crystal Palace","Southampton"
"2344",949976,1997-12-26,"Derby","Newcastle","Derby",NA,NA
"2345",950034,1997-12-28,"Leicester","Sheffield Weds",NA,"Leicester","Sheffield Weds"
