"","ID","Date","Home","Away","Winner","Draw-1","Draw-2"
"1",947742,1992-08-15,"Chelsea","Oldham",NA,"Chelsea","Oldham"
"2",947760,1992-08-15,"Coventry","Middlesbrough","Coventry",NA,NA
"3",947772,1992-08-15,"Crystal Palace","Blackburn",NA,"Crystal Palace","Blackburn"
"4",948033,1992-08-15,"Sheffield United","Manchester United","Sheffield United",NA,NA
"5",947808,1992-08-15,"Everton","Sheffield Weds",NA,"Everton","Sheffield Weds"
"6",947813,1992-08-15,"Ipswich","Aston Villa",NA,"Ipswich","Aston Villa"
"7",948083,1992-08-15,"Southampton","Tottenham",NA,"Southampton","Tottenham"
"8",947853,1992-08-15,"Leeds","Wimbledon FC","Leeds",NA,NA
"9",947677,1992-08-15,"Arsenal","Norwich","Norwich",NA,NA
"10",947968,1992-08-16,"Nottingham Forest","Liverpool","Nottingham Forest",NA,NA
"11",947890,1992-08-17,"Manchester City","QPR",NA,"Manchester City","QPR"
"12",948113,1992-08-18,"Wimbledon FC","Ipswich","Ipswich",NA,NA
"13",947707,1992-08-18,"Blackburn","Arsenal","Blackburn",NA,NA
"14",947985,1992-08-19,"Oldham","Crystal Palace",NA,"Oldham","Crystal Palace"
"15",948019,1992-08-19,"QPR","Southampton","QPR",NA,NA
"16",948057,1992-08-19,"Sheffield Weds","Nottingham Forest","Sheffield Weds",NA,NA
"17",948089,1992-08-19,"Tottenham","Coventry","Coventry",NA,NA
"18",947870,1992-08-19,"Liverpool","Sheffield United","Liverpool",NA,NA
"19",947902,1992-08-19,"Manchester United","Everton","Everton",NA,NA
"20",947927,1992-08-19,"Middlesbrough","Manchester City","Middlesbrough",NA,NA
"21",947941,1992-08-19,"Norwich","Chelsea","Norwich",NA,NA
"22",947693,1992-08-19,"Aston Villa","Leeds",NA,"Aston Villa","Leeds"
"23",947716,1992-08-22,"Blackburn","Manchester City","Blackburn",NA,NA
"24",947994,1992-08-22,"Oldham","Nottingham Forest","Oldham",NA,NA
"25",948017,1992-08-22,"QPR","Sheffield United","QPR",NA,NA
"26",948046,1992-08-22,"Sheffield Weds","Chelsea",NA,"Sheffield Weds","Chelsea"
"27",948090,1992-08-22,"Tottenham","Crystal Palace",NA,"Tottenham","Crystal Palace"
"28",948110,1992-08-22,"Wimbledon FC","Coventry","Coventry",NA,NA
"29",947903,1992-08-22,"Manchester United","Ipswich",NA,"Manchester United","Ipswich"
"30",947925,1992-08-22,"Middlesbrough","Leeds","Middlesbrough",NA,NA
"31",947944,1992-08-22,"Norwich","Everton",NA,"Norwich","Everton"
"32",947704,1992-08-22,"Aston Villa","Southampton",NA,"Aston Villa","Southampton"
"33",947854,1992-08-23,"Liverpool","Arsenal","Arsenal",NA,NA
"34",948075,1992-08-24,"Southampton","Manchester United","Manchester United",NA,NA
"35",948042,1992-08-25,"Sheffield United","Wimbledon FC",NA,"Sheffield United","Wimbledon FC"
"36",947787,1992-08-25,"Crystal Palace","Sheffield Weds",NA,"Crystal Palace","Sheffield Weds"
"37",947792,1992-08-25,"Everton","Aston Villa","Everton",NA,NA
"38",947820,1992-08-25,"Ipswich","Liverpool",NA,"Ipswich","Liverpool"
"39",947852,1992-08-25,"Leeds","Tottenham","Leeds",NA,NA
"40",947730,1992-08-26,"Chelsea","Blackburn",NA,"Chelsea","Blackburn"
"41",947764,1992-08-26,"Coventry","QPR","QPR",NA,NA
"42",947887,1992-08-26,"Manchester City","Norwich","Manchester City",NA,NA
"43",947679,1992-08-26,"Arsenal","Oldham","Arsenal",NA,NA
"44",947970,1992-08-29,"Nottingham Forest","Manchester United","Manchester United",NA,NA
"45",947743,1992-08-29,"Chelsea","QPR","Chelsea",NA,NA
"46",947751,1992-08-29,"Coventry","Blackburn","Blackburn",NA,NA
"47",948023,1992-08-29,"Sheffield United","Aston Villa","Aston Villa",NA,NA
"48",947782,1992-08-29,"Crystal Palace","Norwich","Norwich",NA,NA
"49",947811,1992-08-29,"Everton","Wimbledon FC",NA,"Everton","Wimbledon FC"
"50",948076,1992-08-29,"Southampton","Middlesbrough","Southampton",NA,NA
"51",947841,1992-08-29,"Leeds","Liverpool",NA,"Leeds","Liverpool"
"52",947889,1992-08-29,"Manchester City","Oldham",NA,"Manchester City","Oldham"
"53",947682,1992-08-29,"Arsenal","Sheffield Weds","Arsenal",NA,NA
"54",947831,1992-08-30,"Ipswich","Tottenham",NA,"Ipswich","Tottenham"
"55",947951,1992-08-31,"Norwich","Nottingham Forest","Norwich",NA,NA
"56",947988,1992-09-01,"Oldham","Leeds",NA,"Oldham","Leeds"
"57",948116,1992-09-01,"Wimbledon FC","Manchester City","Manchester City",NA,NA
"58",947872,1992-09-01,"Liverpool","Southampton",NA,"Liverpool","Southampton"
"59",947924,1992-09-01,"Middlesbrough","Ipswich",NA,"Middlesbrough","Ipswich"
"60",948001,1992-09-02,"QPR","Arsenal",NA,"QPR","Arsenal"
"61",948047,1992-09-02,"Sheffield Weds","Coventry","Coventry",NA,NA
"62",948102,1992-09-02,"Tottenham","Sheffield United","Tottenham",NA,NA
"63",947901,1992-09-02,"Manchester United","Crystal Palace","Manchester United",NA,NA
"64",947688,1992-09-02,"Aston Villa","Chelsea","Chelsea",NA,NA
"65",947720,1992-09-05,"Blackburn","Nottingham Forest","Blackburn",NA,NA
"66",947984,1992-09-05,"Oldham","Coventry","Coventry",NA,NA
"67",948008,1992-09-05,"QPR","Ipswich",NA,"QPR","Ipswich"
"68",948053,1992-09-05,"Sheffield Weds","Manchester City","Manchester City",NA,NA
"69",948091,1992-09-05,"Tottenham","Everton","Tottenham",NA,NA
"70",948106,1992-09-05,"Wimbledon FC","Arsenal","Wimbledon FC",NA,NA
"71",947857,1992-09-05,"Liverpool","Chelsea","Liverpool",NA,NA
"72",947933,1992-09-05,"Middlesbrough","Sheffield United","Middlesbrough",NA,NA
"73",947690,1992-09-05,"Aston Villa","Crystal Palace","Aston Villa",NA,NA
"74",947956,1992-09-05,"Norwich","Southampton","Norwich",NA,NA
"75",947904,1992-09-06,"Manchester United","Leeds","Manchester United",NA,NA
"76",947976,1992-09-12,"Nottingham Forest","Sheffield Weds","Sheffield Weds",NA,NA
"77",947740,1992-09-12,"Chelsea","Norwich","Norwich",NA,NA
"78",948031,1992-09-12,"Sheffield United","Liverpool","Sheffield United",NA,NA
"79",947784,1992-09-12,"Crystal Palace","Oldham",NA,"Crystal Palace","Oldham"
"80",947801,1992-09-12,"Everton","Manchester United","Manchester United",NA,NA
"81",948080,1992-09-12,"Southampton","QPR","QPR",NA,NA
"82",947832,1992-09-12,"Ipswich","Wimbledon FC","Ipswich",NA,NA
"83",947886,1992-09-12,"Manchester City","Middlesbrough","Middlesbrough",NA,NA
"84",947666,1992-09-12,"Arsenal","Blackburn","Blackburn",NA,NA
"85",947834,1992-09-13,"Leeds","Aston Villa",NA,"Leeds","Aston Villa"
"86",947768,1992-09-14,"Coventry","Tottenham","Coventry",NA,NA
"87",947712,1992-09-15,"Blackburn","Everton","Everton",NA,NA
"88",947987,1992-09-19,"Oldham","Ipswich","Oldham",NA,NA
"89",948013,1992-09-19,"QPR","Middlesbrough",NA,"QPR","Middlesbrough"
"90",948022,1992-09-19,"Sheffield United","Arsenal",NA,"Sheffield United","Arsenal"
"91",947796,1992-09-19,"Everton","Crystal Palace","Crystal Palace",NA,NA
"92",948072,1992-09-19,"Southampton","Leeds",NA,"Southampton","Leeds"
"93",948096,1992-09-19,"Tottenham","Manchester United",NA,"Tottenham","Manchester United"
"94",948108,1992-09-19,"Wimbledon FC","Blackburn",NA,"Wimbledon FC","Blackburn"
"95",947694,1992-09-19,"Aston Villa","Liverpool","Aston Villa",NA,NA
"96",947955,1992-09-19,"Norwich","Sheffield Weds","Norwich",NA,NA
"97",947878,1992-09-20,"Manchester City","Chelsea","Chelsea",NA,NA
"98",947963,1992-09-21,"Nottingham Forest","Coventry",NA,"Nottingham Forest","Coventry"
"99",947721,1992-09-26,"Blackburn","Oldham","Blackburn",NA,NA
"100",947741,1992-09-26,"Chelsea","Nottingham Forest",NA,"Chelsea","Nottingham Forest"
"101",947761,1992-09-26,"Coventry","Norwich",NA,"Coventry","Norwich"
"102",947788,1992-09-26,"Crystal Palace","Southampton","Southampton",NA,NA
"103",947828,1992-09-26,"Ipswich","Sheffield United",NA,"Ipswich","Sheffield United"
"104",947839,1992-09-26,"Leeds","Everton","Leeds",NA,NA
"105",947874,1992-09-26,"Liverpool","Wimbledon FC","Wimbledon FC",NA,NA
"106",947911,1992-09-26,"Manchester United","QPR",NA,"Manchester United","QPR"
"107",947918,1992-09-26,"Middlesbrough","Aston Villa","Aston Villa",NA,NA
"108",948062,1992-09-27,"Sheffield Weds","Tottenham","Sheffield Weds",NA,NA
"109",947674,1992-09-28,"Arsenal","Manchester City","Arsenal",NA,NA
"110",947719,1992-10-03,"Blackburn","Norwich","Blackburn",NA,NA
"111",947753,1992-10-03,"Coventry","Crystal Palace",NA,"Coventry","Crystal Palace"
"112",948020,1992-10-03,"QPR","Tottenham","QPR",NA,NA
"113",948040,1992-10-03,"Sheffield United","Southampton","Sheffield United",NA,NA
"114",947819,1992-10-03,"Ipswich","Leeds","Ipswich",NA,NA
"115",948107,1992-10-03,"Wimbledon FC","Aston Villa","Aston Villa",NA,NA
"116",947871,1992-10-03,"Liverpool","Sheffield Weds","Liverpool",NA,NA
"117",947888,1992-10-03,"Manchester City","Nottingham Forest",NA,"Manchester City","Nottingham Forest"
"118",947667,1992-10-03,"Arsenal","Chelsea","Arsenal",NA,NA
"119",947928,1992-10-03,"Middlesbrough","Manchester United",NA,"Middlesbrough","Manchester United"
"120",947986,1992-10-04,"Oldham","Everton","Oldham",NA,NA
"121",947734,1992-10-17,"Chelsea","Ipswich","Chelsea",NA,NA
"122",947779,1992-10-17,"Crystal Palace","Manchester City",NA,"Crystal Palace","Manchester City"
"123",947795,1992-10-17,"Everton","Coventry",NA,"Everton","Coventry"
"124",948058,1992-10-17,"Sheffield Weds","Oldham","Sheffield Weds",NA,NA
"125",948084,1992-10-17,"Southampton","Wimbledon FC",NA,"Southampton","Wimbledon FC"
"126",948097,1992-10-17,"Tottenham","Middlesbrough",NA,"Tottenham","Middlesbrough"
"127",947849,1992-10-17,"Leeds","Sheffield United","Leeds",NA,NA
"128",947953,1992-10-17,"Norwich","QPR","Norwich",NA,NA
"129",947959,1992-10-17,"Nottingham Forest","Arsenal","Arsenal",NA,NA
"130",947905,1992-10-18,"Manchester United","Liverpool",NA,"Manchester United","Liverpool"
"131",947687,1992-10-19,"Aston Villa","Blackburn",NA,"Aston Villa","Blackburn"
"132",947971,1992-10-21,"Nottingham Forest","Middlesbrough","Nottingham Forest",NA,NA
"133",947717,1992-10-24,"Blackburn","Manchester United",NA,"Blackburn","Manchester United"
"134",947981,1992-10-24,"Oldham","Aston Villa",NA,"Oldham","Aston Villa"
"135",947752,1992-10-24,"Coventry","Chelsea","Chelsea",NA,NA
"136",948009,1992-10-24,"QPR","Leeds","QPR",NA,NA
"137",948036,1992-10-24,"Sheffield United","Nottingham Forest",NA,"Sheffield United","Nottingham Forest"
"138",947817,1992-10-24,"Ipswich","Crystal Palace",NA,"Ipswich","Crystal Palace"
"139",947893,1992-10-24,"Manchester City","Southampton","Manchester City",NA,NA
"140",947670,1992-10-24,"Arsenal","Everton","Arsenal",NA,NA
"141",947934,1992-10-24,"Middlesbrough","Sheffield Weds",NA,"Middlesbrough","Sheffield Weds"
"142",947866,1992-10-25,"Liverpool","Norwich","Liverpool",NA,NA
"143",948126,1992-10-25,"Wimbledon FC","Tottenham",NA,"Wimbledon FC","Tottenham"
"144",947744,1992-10-31,"Chelsea","Sheffield United","Sheffield United",NA,NA
"145",948045,1992-10-31,"Sheffield Weds","Blackburn",NA,"Sheffield Weds","Blackburn"
"146",947800,1992-10-31,"Everton","Manchester City","Manchester City",NA,NA
"147",948079,1992-10-31,"Southampton","Oldham","Southampton",NA,NA
"148",947837,1992-10-31,"Leeds","Coventry",NA,"Leeds","Coventry"
"149",948094,1992-10-31,"Tottenham","Liverpool","Tottenham",NA,NA
"150",947916,1992-10-31,"Manchester United","Wimbledon FC","Wimbledon FC",NA,NA
"151",947950,1992-10-31,"Norwich","Middlesbrough",NA,"Norwich","Middlesbrough"
"152",947966,1992-10-31,"Nottingham Forest","Ipswich","Ipswich",NA,NA
"153",947701,1992-11-01,"Aston Villa","QPR","Aston Villa",NA,NA
"154",947770,1992-11-02,"Crystal Palace","Arsenal","Arsenal",NA,NA
"155",947726,1992-11-07,"Blackburn","Tottenham","Tottenham",NA,NA
"156",947732,1992-11-07,"Chelsea","Crystal Palace","Chelsea",NA,NA
"157",947830,1992-11-07,"Ipswich","Southampton",NA,"Ipswich","Southampton"
"158",947865,1992-11-07,"Liverpool","Middlesbrough","Liverpool",NA,NA
"159",948122,1992-11-07,"Wimbledon FC","QPR","QPR",NA,NA
"160",947883,1992-11-07,"Manchester City","Leeds","Manchester City",NA,NA
"161",947668,1992-11-07,"Arsenal","Coventry","Arsenal",NA,NA
"162",947696,1992-11-07,"Aston Villa","Manchester United","Aston Villa",NA,NA
"163",947965,1992-11-07,"Nottingham Forest","Everton","Everton",NA,NA
"164",948039,1992-11-08,"Sheffield United","Sheffield Weds",NA,"Sheffield United","Sheffield Weds"
"165",947993,1992-11-09,"Oldham","Norwich","Norwich",NA,NA
"166",947758,1992-11-21,"Coventry","Manchester City","Manchester City",NA,NA
"167",947783,1992-11-21,"Crystal Palace","Nottingham Forest",NA,"Crystal Palace","Nottingham Forest"
"168",947794,1992-11-21,"Everton","Chelsea","Chelsea",NA,NA
"169",948050,1992-11-21,"Sheffield Weds","Ipswich",NA,"Sheffield Weds","Ipswich"
"170",948086,1992-11-21,"Tottenham","Aston Villa",NA,"Tottenham","Aston Villa"
"171",947833,1992-11-21,"Leeds","Arsenal","Leeds",NA,NA
"172",947910,1992-11-21,"Manchester United","Oldham","Manchester United",NA,NA
"173",947937,1992-11-21,"Middlesbrough","Wimbledon FC","Middlesbrough",NA,NA
"174",947954,1992-11-21,"Norwich","Sheffield United","Norwich",NA,NA
"175",948066,1992-11-22,"Southampton","Blackburn",NA,"Southampton","Blackburn"
"176",948010,1992-11-23,"QPR","Liverpool","Liverpool",NA,NA
"177",947977,1992-11-28,"Nottingham Forest","Southampton","Southampton",NA,NA
"178",947722,1992-11-28,"Blackburn","QPR","Blackburn",NA,NA
"179",947992,1992-11-28,"Oldham","Middlesbrough","Oldham",NA,NA
"180",948026,1992-11-28,"Sheffield United","Coventry",NA,"Sheffield United","Coventry"
"181",947818,1992-11-28,"Ipswich","Everton","Ipswich",NA,NA
"182",947859,1992-11-28,"Liverpool","Crystal Palace","Liverpool",NA,NA
"183",948124,1992-11-28,"Wimbledon FC","Sheffield Weds",NA,"Wimbledon FC","Sheffield Weds"
"184",947894,1992-11-28,"Manchester City","Tottenham","Tottenham",NA,NA
"185",947675,1992-11-28,"Arsenal","Manchester United","Manchester United",NA,NA
"186",947698,1992-11-28,"Aston Villa","Norwich","Norwich",NA,NA
"187",947735,1992-11-29,"Chelsea","Leeds","Chelsea",NA,NA
"188",947755,1992-12-05,"Coventry","Ipswich",NA,"Coventry","Ipswich"
"189",948016,1992-12-05,"QPR","Oldham","QPR",NA,NA
"190",947786,1992-12-05,"Crystal Palace","Sheffield United","Crystal Palace",NA,NA
"191",948044,1992-12-05,"Sheffield Weds","Aston Villa","Aston Villa",NA,NA
"192",948064,1992-12-05,"Southampton","Arsenal","Southampton",NA,NA
"193",948088,1992-12-05,"Tottenham","Chelsea","Chelsea",NA,NA
"194",947846,1992-12-05,"Leeds","Nottingham Forest","Nottingham Forest",NA,NA
"195",947919,1992-12-05,"Middlesbrough","Blackburn","Middlesbrough",NA,NA
"196",947958,1992-12-05,"Norwich","Wimbledon FC","Norwich",NA,NA
"197",947906,1992-12-06,"Manchester United","Manchester City","Manchester United",NA,NA
"198",947799,1992-12-07,"Everton","Liverpool","Everton",NA,NA
"199",947920,1992-12-11,"Middlesbrough","Chelsea",NA,"Middlesbrough","Chelsea"
"200",948006,1992-12-12,"QPR","Crystal Palace","Crystal Palace",NA,NA
"201",948028,1992-12-12,"Sheffield United","Everton","Sheffield United",NA,NA
"202",948068,1992-12-12,"Southampton","Coventry",NA,"Southampton","Coventry"
"203",947821,1992-12-12,"Ipswich","Manchester City","Ipswich",NA,NA
"204",948085,1992-12-12,"Tottenham","Arsenal","Tottenham",NA,NA
"205",947850,1992-12-12,"Leeds","Sheffield Weds","Leeds",NA,NA
"206",948121,1992-12-12,"Wimbledon FC","Oldham","Wimbledon FC",NA,NA
"207",947908,1992-12-12,"Manchester United","Norwich","Manchester United",NA,NA
"208",947699,1992-12-12,"Aston Villa","Nottingham Forest","Aston Villa",NA,NA
"209",947856,1992-12-13,"Liverpool","Blackburn","Liverpool",NA,NA
"210",947723,1992-12-19,"Blackburn","Sheffield United","Blackburn",NA,NA
"211",947738,1992-12-19,"Chelsea","Manchester United",NA,"Chelsea","Manchester United"
"212",947999,1992-12-19,"Oldham","Tottenham","Oldham",NA,NA
"213",947757,1992-12-19,"Coventry","Liverpool","Coventry",NA,NA
"214",948059,1992-12-19,"Sheffield Weds","QPR","Sheffield Weds",NA,NA
"215",947809,1992-12-19,"Everton","Southampton","Everton",NA,NA
"216",947876,1992-12-19,"Manchester City","Aston Villa",NA,"Manchester City","Aston Villa"
"217",947676,1992-12-19,"Arsenal","Middlesbrough",NA,"Arsenal","Middlesbrough"
"218",947979,1992-12-20,"Nottingham Forest","Wimbledon FC",NA,"Nottingham Forest","Wimbledon FC"
"219",947777,1992-12-20,"Crystal Palace","Leeds","Crystal Palace",NA,NA
"220",947945,1992-12-21,"Norwich","Ipswich","Ipswich",NA,NA
"221",947714,1992-12-26,"Blackburn","Leeds","Blackburn",NA,NA
"222",947746,1992-12-26,"Chelsea","Southampton",NA,"Chelsea","Southampton"
"223",947750,1992-12-26,"Coventry","Aston Villa","Coventry",NA,NA
"224",947790,1992-12-26,"Crystal Palace","Wimbledon FC","Crystal Palace",NA,NA
"225",948054,1992-12-26,"Sheffield Weds","Manchester United",NA,"Sheffield Weds","Manchester United"
"226",947802,1992-12-26,"Everton","Middlesbrough",NA,"Everton","Middlesbrough"
"227",947891,1992-12-26,"Manchester City","Sheffield United","Manchester City",NA,NA
"228",947671,1992-12-26,"Arsenal","Ipswich",NA,"Arsenal","Ipswich"
"229",947957,1992-12-26,"Norwich","Tottenham",NA,"Norwich","Tottenham"
"230",948007,1992-12-28,"QPR","Everton","QPR",NA,NA
"231",947814,1992-12-28,"Ipswich","Blackburn","Ipswich",NA,NA
"232",948082,1992-12-28,"Southampton","Sheffield Weds","Sheffield Weds",NA,NA
"233",948099,1992-12-28,"Tottenham","Nottingham Forest","Tottenham",NA,NA
"234",947845,1992-12-28,"Leeds","Norwich",NA,"Leeds","Norwich"
"235",948109,1992-12-28,"Wimbledon FC","Chelsea",NA,"Wimbledon FC","Chelsea"
"236",947863,1992-12-28,"Liverpool","Manchester City",NA,"Liverpool","Manchester City"
"237",947900,1992-12-28,"Manchester United","Coventry","Manchester United",NA,NA
"238",947922,1992-12-28,"Middlesbrough","Crystal Palace","Crystal Palace",NA,NA
"239",947686,1992-12-28,"Aston Villa","Arsenal","Aston Villa",NA,NA
"240",947727,1993-01-09,"Blackburn","Wimbledon FC",NA,"Blackburn","Wimbledon FC"
"241",947737,1993-01-09,"Chelsea","Manchester City","Manchester City",NA,NA
"242",947762,1993-01-09,"Coventry","Nottingham Forest","Nottingham Forest",NA,NA
"243",947775,1993-01-09,"Crystal Palace","Everton","Everton",NA,NA
"244",947826,1993-01-09,"Ipswich","Oldham","Oldham",NA,NA
"245",947851,1993-01-09,"Leeds","Southampton","Leeds",NA,NA
"246",947855,1993-01-09,"Liverpool","Aston Villa","Aston Villa",NA,NA
"247",947915,1993-01-09,"Manchester United","Tottenham","Manchester United",NA,NA
"248",947932,1993-01-09,"Middlesbrough","QPR","QPR",NA,NA
"249",947681,1993-01-09,"Arsenal","Sheffield United",NA,"Arsenal","Sheffield United"
"250",948056,1993-01-10,"Sheffield Weds","Norwich","Sheffield Weds",NA,NA
"251",947982,1993-01-16,"Oldham","Blackburn","Blackburn",NA,NA
"252",948029,1993-01-16,"Sheffield United","Ipswich","Sheffield United",NA,NA
"253",947798,1993-01-16,"Everton","Leeds","Everton",NA,NA
"254",948069,1993-01-16,"Southampton","Crystal Palace","Southampton",NA,NA
"255",948103,1993-01-16,"Tottenham","Sheffield Weds","Sheffield Weds",NA,NA
"256",948115,1993-01-16,"Wimbledon FC","Liverpool","Wimbledon FC",NA,NA
"257",947875,1993-01-16,"Manchester City","Arsenal","Arsenal",NA,NA
"258",947942,1993-01-16,"Norwich","Coventry",NA,"Norwich","Coventry"
"259",947962,1993-01-16,"Nottingham Forest","Chelsea","Nottingham Forest",NA,NA
"260",947697,1993-01-17,"Aston Villa","Middlesbrough","Aston Villa",NA,NA
"261",948012,1993-01-18,"QPR","Manchester United","Manchester United",NA,NA
"262",947763,1993-01-23,"Coventry","Oldham","Coventry",NA,NA
"263",947990,1993-01-26,"Oldham","Manchester City","Manchester City",NA,NA
"264",948112,1993-01-26,"Wimbledon FC","Everton","Everton",NA,NA
"265",947935,1993-01-26,"Middlesbrough","Southampton","Middlesbrough",NA,NA
"266",947710,1993-01-26,"Blackburn","Coventry","Coventry",NA,NA
"267",948004,1993-01-27,"QPR","Chelsea",NA,"QPR","Chelsea"
"268",948092,1993-01-27,"Tottenham","Ipswich","Ipswich",NA,NA
"269",947909,1993-01-27,"Manchester United","Nottingham Forest","Manchester United",NA,NA
"270",947943,1993-01-27,"Norwich","Crystal Palace","Norwich",NA,NA
"271",947702,1993-01-27,"Aston Villa","Sheffield United","Aston Villa",NA,NA
"272",947973,1993-01-30,"Nottingham Forest","Oldham","Nottingham Forest",NA,NA
"273",947745,1993-01-30,"Chelsea","Sheffield Weds","Sheffield Weds",NA,NA
"274",947769,1993-01-30,"Coventry","Wimbledon FC","Wimbledon FC",NA,NA
"275",948038,1993-01-30,"Sheffield United","QPR","QPR",NA,NA
"276",947789,1993-01-30,"Crystal Palace","Tottenham","Tottenham",NA,NA
"277",947803,1993-01-30,"Everton","Norwich","Norwich",NA,NA
"278",948065,1993-01-30,"Southampton","Aston Villa","Southampton",NA,NA
"279",947822,1993-01-30,"Ipswich","Manchester United","Ipswich",NA,NA
"280",947844,1993-01-30,"Leeds","Middlesbrough","Leeds",NA,NA
"281",947877,1993-01-30,"Manchester City","Blackburn","Manchester City",NA,NA
"282",947673,1993-01-31,"Arsenal","Liverpool","Liverpool",NA,NA
"283",947711,1993-02-02,"Blackburn","Crystal Palace","Crystal Palace",NA,NA
"284",947983,1993-02-06,"Oldham","Chelsea","Oldham",NA,NA
"285",948011,1993-02-06,"QPR","Manchester City",NA,"QPR","Manchester City"
"286",948049,1993-02-06,"Sheffield Weds","Everton","Sheffield Weds",NA,NA
"287",948114,1993-02-06,"Wimbledon FC","Leeds","Wimbledon FC",NA,NA
"288",947867,1993-02-06,"Liverpool","Nottingham Forest",NA,"Liverpool","Nottingham Forest"
"289",947912,1993-02-06,"Manchester United","Sheffield United","Manchester United",NA,NA
"290",947921,1993-02-06,"Middlesbrough","Coventry","Coventry",NA,NA
"291",947692,1993-02-06,"Aston Villa","Ipswich","Aston Villa",NA,NA
"292",948104,1993-02-07,"Tottenham","Southampton","Tottenham",NA,NA
"293",947843,1993-02-08,"Leeds","Manchester United",NA,"Leeds","Manchester United"
"294",948034,1993-02-09,"Sheffield United","Middlesbrough","Sheffield United",NA,NA
"295",947827,1993-02-09,"Ipswich","QPR",NA,"Ipswich","QPR"
"296",947736,1993-02-10,"Chelsea","Liverpool",NA,"Chelsea","Liverpool"
"297",947771,1993-02-10,"Crystal Palace","Aston Villa","Crystal Palace",NA,NA
"298",947810,1993-02-10,"Everton","Tottenham","Tottenham",NA,NA
"299",948077,1993-02-10,"Southampton","Norwich","Southampton",NA,NA
"300",947685,1993-02-10,"Arsenal","Wimbledon FC","Wimbledon FC",NA,NA
"301",947729,1993-02-13,"Chelsea","Aston Villa","Aston Villa",NA,NA
"302",948073,1993-02-13,"Southampton","Liverpool","Southampton",NA,NA
"303",947847,1993-02-13,"Leeds","Oldham","Leeds",NA,NA
"304",947980,1993-02-20,"Oldham","Arsenal","Arsenal",NA,NA
"305",948005,1993-02-20,"QPR","Coventry","QPR",NA,NA
"306",948048,1993-02-20,"Sheffield Weds","Crystal Palace","Sheffield Weds",NA,NA
"307",948093,1993-02-20,"Tottenham","Leeds","Tottenham",NA,NA
"308",947861,1993-02-20,"Liverpool","Ipswich",NA,"Liverpool","Ipswich"
"309",948123,1993-02-20,"Wimbledon FC","Sheffield United","Wimbledon FC",NA,NA
"310",947914,1993-02-20,"Manchester United","Southampton","Manchester United",NA,NA
"311",947930,1993-02-20,"Middlesbrough","Nottingham Forest","Nottingham Forest",NA,NA
"312",947691,1993-02-20,"Aston Villa","Everton","Aston Villa",NA,NA
"313",947948,1993-02-20,"Norwich","Manchester City","Norwich",NA,NA
"314",947709,1993-02-21,"Blackburn","Chelsea","Blackburn",NA,NA
"315",948037,1993-02-22,"Sheffield United","Oldham","Sheffield United",NA,NA
"316",947892,1993-02-23,"Manchester City","Sheffield Weds","Sheffield Weds",NA,NA
"317",947974,1993-02-24,"Nottingham Forest","QPR","Nottingham Forest",NA,NA
"318",947672,1993-02-24,"Arsenal","Leeds",NA,"Arsenal","Leeds"
"319",947969,1993-02-27,"Nottingham Forest","Manchester City","Manchester City",NA,NA
"320",947774,1993-02-27,"Crystal Palace","Coventry",NA,"Crystal Palace","Coventry"
"321",948052,1993-02-27,"Sheffield Weds","Liverpool",NA,"Sheffield Weds","Liverpool"
"322",947805,1993-02-27,"Everton","Oldham",NA,"Everton","Oldham"
"323",948081,1993-02-27,"Southampton","Sheffield United","Southampton",NA,NA
"324",947840,1993-02-27,"Leeds","Ipswich","Leeds",NA,NA
"325",948101,1993-02-27,"Tottenham","QPR","Tottenham",NA,NA
"326",947907,1993-02-27,"Manchester United","Middlesbrough","Manchester United",NA,NA
"327",947706,1993-02-27,"Aston Villa","Wimbledon FC","Aston Villa",NA,NA
"328",947940,1993-02-28,"Norwich","Blackburn",NA,"Norwich","Blackburn"
"329",947728,1993-03-01,"Chelsea","Arsenal","Chelsea",NA,NA
"330",948041,1993-03-02,"Sheffield United","Tottenham","Sheffield United",NA,NA
"331",947823,1993-03-02,"Ipswich","Middlesbrough","Middlesbrough",NA,NA
"332",947766,1993-03-03,"Coventry","Sheffield Weds","Coventry",NA,NA
"333",947793,1993-03-03,"Everton","Blackburn","Everton",NA,NA
"334",947938,1993-03-03,"Norwich","Arsenal",NA,"Norwich","Arsenal"
"335",947964,1993-03-03,"Nottingham Forest","Crystal Palace",NA,"Nottingham Forest","Crystal Palace"
"336",948014,1993-03-06,"QPR","Norwich","QPR",NA,NA
"337",947864,1993-03-06,"Liverpool","Manchester United","Manchester United",NA,NA
"338",948125,1993-03-06,"Wimbledon FC","Southampton","Southampton",NA,NA
"339",947754,1993-03-07,"Coventry","Everton","Everton",NA,NA
"340",947725,1993-03-09,"Blackburn","Southampton",NA,"Blackburn","Southampton"
"341",947991,1993-03-09,"Oldham","Manchester United","Oldham",NA,NA
"342",948118,1993-03-09,"Wimbledon FC","Middlesbrough","Wimbledon FC",NA,NA
"343",947733,1993-03-10,"Chelsea","Everton","Chelsea",NA,NA
"344",948035,1993-03-10,"Sheffield United","Norwich","Norwich",NA,NA
"345",947829,1993-03-10,"Ipswich","Sheffield Weds","Sheffield Weds",NA,NA
"346",947869,1993-03-10,"Liverpool","QPR","Liverpool",NA,NA
"347",947879,1993-03-10,"Manchester City","Coventry","Manchester City",NA,NA
